intent,question,answer,label
 Troubleshooting,Bagaimana cara memperbaiki data pasien yang salah setelah disimpan?,"Gunakan fitur edit/verifikasi data pasien, simpan perubahan.",Pendaftaran Rawat Inap
Pilih dpdp,Bagaimana cara memilih DPJP untuk pasien rawat inap?,"Pada form pendaftaran rawat inap, pilih dokter penanggung jawab (DPJP) dari dropdown yang tersedia. Sistem menampilkan jadwal, kuota, dan unit dokter.",Pendaftaran Rawat Inap
Pilih dpdp,Siapa dokter yang bisa dipilih sebagai DPJP?,DPJP dipilih sesuai jadwal praktik dokter dan ketersediaan di unit pelayanan rawat inap.,Pendaftaran Rawat Inap
Pilih kamar,Bagaimana memilih kamar untuk rawat inap?,"Pilih ruang/kamar dari dropdown yang menampilkan kelas perawatan, nomor kamar, dan jumlah bed kosong.",Pendaftaran Rawat Inap
Pilih kamar,"Kamar yang tersedia tidak muncul, bagaimana?",Refresh halaman pendaftaran atau cek kembali filter kamar. Pastikan ada bed kosong sesuai kelas yang dipilih.,Pendaftaran Rawat Inap
Cek status pasien,Bagaimana melihat status pasien rawat inap?,"Masuk ke daftar antrian rawat inap, perhatikan kode warna status: Hijau = daftar, Putih = sedang dilayani, Abu-abu = batal, Merah = dipulangkan, Ungu = naik kelas, Biru = titip kamar.",Pendaftaran Rawat Inap
Filter pasien,Bagaimana memfilter pasien rawat inap berdasarkan dokter?,"Gunakan fitur filter di halaman antrian, pilih nama DPJP untuk menampilkan pasien yang ditangani dokter tersebut.",Pendaftaran Rawat Inap
Filter pasien,Bisa memfilter pasien by status dan ruang sekaligus?,"Ya, gunakan filter kombinasi: pilih status pasien dan ruang/kamar, sistem menampilkan hasil sesuai kriteria.",Pendaftaran Rawat Inap
Booking pasien,Bagaimana melihat pasien yang sudah booking rawat inap?,"Masuk ke menu “List Booking Rawat Inap”, sistem menampilkan pasien yang telah melakukan reservasi kamar.",Pendaftaran Rawat Inap
Booking pasien,Bagaimana mengetahui pasien batal booking?,Periksa kode warna di list booking: merah = batal.,Pendaftaran Rawat Inap
Rujukan pasien,Bagaimana menambahkan pasien rujukan dari RJ/IGD ke rawat inap?,"Pilih menu “List Pasien RJ/IGD”, pilih pasien yang akan dipindahkan, pastikan pasien belum memiliki rawat inap aktif, lalu link data ke rawat inap.",Pendaftaran Rawat Inap
Dokumen pasien,Bagaimana mencetak Bukti Registrasi Rawat Inap?,"Setelah pendaftaran berhasil, klik opsi cetak Bukti Registrasi. Dokumen berisi identitas pasien, nomor rekam medis, DPJP, ruang/kamar, metode pembayaran, dan data penjamin.",Pendaftaran Rawat Inap
Dokumen pasien,Bisa mencetak ID Card atau stiker pasien?,"Ya, di menu detail pasien terdapat opsi cetak ID Card, stiker, label pasien.",Pendaftaran Rawat Inap
Error data,"Data pasien baru tidak muncul di antrian, apa yang harus dilakukan?","Klik tombol refresh data antrian, pastikan pendaftaran berhasil tersimpan.",Pendaftaran Rawat Inap
Error data,"Sistem gagal menyimpan pendaftaran, apa solusinya?","Periksa koneksi internet, pastikan semua field wajib sudah diisi, lalu coba simpan ulang.",Pendaftaran Rawat Inap
Integrasi sep,Bagaimana memasukkan nomor SEP BPJS untuk pasien rawat inap?,"Pada form pembayaran pilih BPJS, isi nomor SEP, tanggal, dan data penjamin sesuai BPJS.",Pendaftaran Rawat Inap
Integrasi erm,Apakah data pasien rawat inap otomatis tersimpan di rekam medis elektronik?,"Ya, setiap pendaftaran rawat inap tersinkronisasi ke tab rekam medis elektronik, termasuk DPJP, diagnosa awal, dan tindakan.",Pendaftaran Rawat Inap
Layanan paket,Bagaimana menambahkan layanan paket untuk pasien rawat inap?,"Jika tersedia, pilih opsi “Layanan Paket = Ya”, sistem menampilkan layanan paket yang bisa ditambahkan.",Pendaftaran Rawat Inap
MCU Navigasi,Bagaimana cara membuka halaman Pendaftaran MCU?,"Untuk membuka halaman Pendaftaran MCU, pilih menu Front Office ? Back Office ? Booking Online ? Pendaftaran MCU.",Pendaftaran MCU
MCU Navigasi,"Saya ingin masuk ke menu pendaftaran MCU, langkahnya apa?",Masuk melalui menu Front Office > Back Office > Booking Online > Pendaftaran MCU.,Pendaftaran MCU
MCU Navigasi,Dimana letak menu pendaftaran MCU di sistem?,Menu Pendaftaran MCU berada di bagian Booking Online dalam modul Front Office / Back Office.,Pendaftaran MCU
MCU Formulir,Apa saja data yang harus diisi untuk pasien baru MCU?,"Form pasien baru terbagi menjadi wajib (Nama, NIK, Tanggal Lahir/Umur, Jenis Kelamin, Golongan Darah, Nomor HP) dan opsional (email, agama, pendidikan, pekerjaan, status pernikahan, jenis layanan, unggah foto).",Pendaftaran MCU
MCU Formulir,Data wajib apa saja yang perlu diisi saat mendaftar MCU?,"Nama, NIK, Tanggal Lahir/Umur, Jenis Kelamin, Golongan Darah, dan Nomor HP.",Pendaftaran MCU
MCU Formulir,Apakah saya harus mengisi email pasien saat daftar MCU?,"Email termasuk form opsional, jadi tidak wajib diisi.",Pendaftaran MCU
MCU Formulir,Bagaimana cara mengunggah foto pasien di MCU?,"Pilih opsi unggah foto di form pasien baru, maksimal ukuran file 1 MB.",Pendaftaran MCU
MCU Formulir,Jenis layanan apa saja yang bisa dipilih untuk MCU?,"PRB, Prolanis, PRB-Prolanis, Non-Kronis.",Pendaftaran MCU
MCU Import Data,Bagaimana cara import data pasien MCU dari file?,"Gunakan tombol Tempat & Import Data, lalu pilih file melalui Browse untuk diunggah.",Pendaftaran MCU
MCU Import Data,Apa aturan saat import data pasien MCU?,"Data dengan tanda ""-"" tidak diisi; jika nama pasien sama, sistem tidak menambahkan duplikat.",Pendaftaran MCU
MCU Import Data,Bagaimana cara mencari diagnosis tertentu di tabel ICD MCU?,Gunakan kotak “Cari Nama ICD X” untuk mencari berdasarkan nama penyakit/diagnosis.,Pendaftaran MCU
MCU Import Data,Tombol refresh untuk apa di halaman MCU?,Tombol Refresh memperbarui data pasien atau diagnosis yang ditampilkan di tabel.,Pendaftaran MCU
MCU Tabel ICD,Apa saja kolom yang ada di tabel ICD MCU?,"Kode DTD, Kode ICD X, Nama ICD X, ICD DTD Nama, Alias, Keterangan, Aktif.",Pendaftaran MCU
MCU Tabel ICD,Bagaimana mengetahui status aktif diagnosis di tabel MCU?,Kolom “Aktif” menampilkan “y” jika diagnosis sedang aktif digunakan.,Pendaftaran MCU
MCU Paket,Bagaimana memilih paket pemeriksaan MCU?,Pilih paket yang tersedia melalui form pendaftaran atau tabel paket.,Pendaftaran MCU
MCU Paket,Apakah pasien MCU bisa memilih paket sendiri?,"Ya, pasien dapat memilih paket sesuai ketersediaan di sistem.",Pendaftaran MCU
MCU Dokter,Bagaimana memilih dokter untuk pasien MCU?,"Pilih dokter dari daftar dokter yang tersedia di tab Data Dokter, sesuai jadwal praktik.",Pendaftaran MCU
MCU Dokter,Apakah bisa mengganti dokter pasien MCU?,"Bisa, selama dokter lain tersedia dan jadwalnya sesuai.",Pendaftaran MCU
MCU Kota,Bagaimana memilih lokasi pemeriksaan MCU?,Pilih kota atau fasilitas layanan di tab Data Kota saat pendaftaran.,Pendaftaran MCU
MCU Penjamin,Apa saja metode pembayaran di MCU?,"Umum, perusahaan, asuransi/BPJS.",Pendaftaran MCU
MCU Penjamin,Bagaimana memasukkan nomor polis asuransi pasien MCU?,Masukkan nomor polis di form data penjamin jika metode pembayaran menggunakan asuransi/perusahaan.,Pendaftaran MCU
MCU Status,Apa arti warna hijau di daftar MCU?,Hijau menunjukkan pasien sudah terdaftar.,Pendaftaran MCU
MCU Status,Warna merah di daftar pasien MCU berarti apa?,Merah menandakan pasien sudah dipulangkan.,Pendaftaran MCU
MCU Status,Bagaimana cara memantau status pasien MCU secara cepat?,"Gunakan kode warna di antrian MCU: Hijau (daftar), Putih (dilayani), Abu-abu (batal), Merah (dipulangkan).",Pendaftaran MCU
MCU Error,"Data pasien baru tidak muncul, apa yang harus dilakukan?",Klik tombol Refresh untuk memperbarui tampilan data pasien.,Pendaftaran MCU
MCU Error,"File import MCU gagal, bagaimana solusinya?","Pastikan format file sesuai aturan, tidak ada duplikat, lalu coba import ulang.",Pendaftaran MCU
MCU Error,"Saya tidak bisa memilih dokter MCU, kenapa?","Periksa jadwal dokter dan ketersediaan unit, pastikan dokter belum penuh kuotanya.",Pendaftaran MCU
MCU Navigasi,Di mana saya bisa melihat daftar antrian MCU?,Daftar antrian MCU bisa dilihat di bagian Antrian MCU pada halaman Pendaftaran MCU.,Pendaftaran MCU
MCU Navigasi,Bagaimana cara kembali ke menu Front Office dari halaman MCU?,Gunakan breadcrumb/menu navigasi di bagian atas halaman: klik Front Office untuk kembali.,Pendaftaran MCU
MCU Navigasi,Apakah ada tombol tutup untuk menutup form import data MCU?,"Ya, di bagian atas tabel import data terdapat tombol Tutup untuk menutup form.",Pendaftaran MCU
MCU Formulir,Bagaimana cara menambahkan data pasien baru MCU?,"Klik tombol tambah pasien baru, kemudian isi form wajib dan opsional sesuai kebutuhan.",Pendaftaran MCU
MCU Formulir,Apakah wajib memilih jenis layanan saat daftar MCU?,"Ya, pilih jenis layanan PRB, Prolanis, PRB-Prolanis, atau Non-Kronis.",Pendaftaran MCU
MCU Formulir,Bagaimana cara menambahkan alamat pasien MCU?,"Isi form alamat lengkap, mulai dari negara, provinsi, kota, kecamatan, kelurahan, RT/RW, hingga kode pos. Bisa pilih “sama dengan wali” jika alamat sama.",Pendaftaran MCU
MCU Formulir,Bagaimana menambahkan data wali pasien MCU?,"Klik Tambah Wali, pilih hubungan, isi nama dan nomor kontak, kemudian klik update.",Pendaftaran MCU
MCU Import Data,Bagaimana cara mengunggah banyak pasien sekaligus di MCU?,"Gunakan fitur Import Data: pilih file CSV/Excel sesuai format, klik Browse, lalu Import.",Pendaftaran MCU
MCU Import Data,Bisa tidak menambahkan pasien MCU yang sudah ada di sistem?,"Tidak, sistem akan menolak duplikat jika nama atau NIK sama.",Pendaftaran MCU
MCU Tabel ICD,Apakah kolom Alias penting saat daftar MCU?,Alias digunakan sebagai nama alternatif penyakit untuk mempermudah pencarian. Tidak wajib diisi.,Pendaftaran MCU
MCU Tabel ICD,Bagaimana cara mengetahui keterangan penyakit di MCU?,"Lihat kolom Keterangan di tabel ICD, berisi deskripsi tambahan penyakit.",Pendaftaran MCU
MCU Paket,Apakah bisa memilih beberapa paket MCU sekaligus?,"Tidak, biasanya sistem hanya membolehkan satu paket per pasien.",Pendaftaran MCU
MCU Paket,Bagaimana melihat daftar paket MCU yang tersedia?,"Buka tab Data Paket pada halaman pendaftaran MCU, pilih paket sesuai kebutuhan.",Pendaftaran MCU
MCU Dokter,Apakah bisa memilih dokter berbeda untuk diagnosis berbeda di MCU?,"Tidak, dokter dipilih satu per pasien sesuai DPJP atau jadwal praktik.",Pendaftaran MCU
MCU Dokter,Bagaimana cara memfilter dokter yang tersedia untuk MCU?,Gunakan opsi filter unit atau jadwal praktik di tab Data Dokter.,Pendaftaran MCU
MCU Kota,Bagaimana memilih kota pemeriksaan MCU?,Pilih kota dari dropdown di tab Data Kota.,Pendaftaran MCU
MCU Penjamin,Bagaimana cara memilih penjamin perusahaan untuk pasien MCU?,"Pilih metode pembayaran Perusahaan, lalu isi data perusahaan, nomor polis, dan masa berlaku.",Pendaftaran MCU
MCU Penjamin,Apa yang harus dilakukan jika pasien menggunakan BPJS untuk MCU?,"Pilih metode pembayaran BPJS, sistem akan otomatis menampilkan data SEP jika ada.",Pendaftaran MCU
MCU Status,Bagaimana cara mengetahui pasien MCU sudah dilayani?,Periksa warna status antrian: Putih menandakan pasien sedang dilayani.,Pendaftaran MCU
MCU Status,Apakah sistem menunjukkan pasien MCU batal?,"Ya, status abu-abu menandakan pendaftaran pasien dibatalkan.",Pendaftaran MCU
MCU Error,"Data ICD tidak muncul saat import, apa solusinya?","Pastikan file import sesuai format dan tidak ada duplikat, kemudian klik Refresh.",Pendaftaran MCU
MCU Error,Kenapa pasien MCU tidak muncul di antrian?,"Pastikan pasien sudah didaftarkan, kemudian klik Refresh untuk memperbarui data.",Pendaftaran MCU
MCU Error,Bagaimana jika ada pasien MCU ganda muncul?,Hapus data duplikat dan pastikan NIK/ID pasien unik sebelum mendaftar kembali.,Pendaftaran MCU
MCU Error,"Tombol Import tidak aktif, kenapa?",Periksa format file yang dipilih dan pastikan browser mendukung fitur upload.,Pendaftaran MCU
MCU Error,"Saya tidak bisa memilih paket MCU, apa yang salah?",Pastikan pasien sudah mengisi data wajib di form dan paket tersedia di sistem.,Pendaftaran MCU
MCU Error,Bagaimana jika data pasien MCU salah?,Gunakan fitur Edit/Verifikasi untuk memperbaiki data sebelum menyimpan pendaftaran.,Pendaftaran MCU
Lab Menu Utama,Bagaimana cara mencari pasien di laboratorium?,"Gunakan menu ""Cari Pasien"" di sidebar kiri, bisa berdasarkan No. RM, nama, alamat, tanggal lahir, atau identitas lain.",Pendaftaran Laboratorium
Lab Menu Utama,"Apa fungsi tombol ""Lihat List Order""?",Menampilkan daftar order pemeriksaan laboratorium yang dibuat oleh dokter atau unit pelayanan lain.,Pendaftaran Laboratorium
Lab Menu Utama,Bagaimana melihat daftar pasien yang sudah terdaftar?,"Gunakan menu ""Lihat Informasi Terdata"" untuk menampilkan pasien resmi terdaftar, termasuk status pelayanan dan administrasi.",Pendaftaran Laboratorium
Lab List Order,Bagaimana cara memvalidasi order laboratorium?,"Buka menu ""List Order"", pilih order yang masuk, lalu verifikasi data sebelum diproses.",Pendaftaran Laboratorium
Lab List Order,Apa arti warna putih pada List Order?,Putih menandakan order belum diverifikasi.,Pendaftaran Laboratorium
Lab List Order,Apa arti warna hitam pada List Order?,Hitam menandakan order dibatalkan.,Pendaftaran Laboratorium
Lab List Order,Bagaimana cara mencari order tertentu?,"Gunakan filter berdasarkan tanggal, unit pengorder, atau status order.",Pendaftaran Laboratorium
Lab List Order,Bagaimana cara menghapus order laboratorium?,"Pilih order, lalu klik tombol ""Hapus"".",Pendaftaran Laboratorium
Lab List Order,Bagaimana cara memperbarui data List Order?,"Klik tombol ""Refresh"" untuk memperbarui daftar order terbaru.",Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana mengetahui pasien laboratorium sudah terdaftar?,"Buka menu ""Informasi Terdata"", data pasien yang valid akan tampil beserta statusnya.",Pendaftaran Laboratorium
Lab Informasi Terdata,Apa arti warna hijau di Informasi Terdata?,Hijau menandakan pasien sudah daftar.,Pendaftaran Laboratorium
Lab Informasi Terdata,Apa arti warna biru muda di Informasi Terdata?,Biru muda menandakan pasien sedang dilayani.,Pendaftaran Laboratorium
Lab Informasi Terdata,Apa arti warna merah di Informasi Terdata?,Merah menandakan pasien sudah dipulangkan.,Pendaftaran Laboratorium
Lab Informasi Terdata,Apa arti warna hitam di Informasi Terdata?,Hitam menandakan pasien batal.,Pendaftaran Laboratorium
Lab Informasi Terdata,Apa arti warna kuning di Informasi Terdata?,Kuning menandakan pasien dirujuk ke Prodia.,Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana menambahkan pasien baru laboratorium?,"Gunakan tombol ""Tambah"" di menu Informasi Terdata untuk input pasien baru yang belum ada order.",Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana membatalkan pendaftaran pasien laboratorium?,"Pilih pasien di Informasi Terdata, lalu klik tombol ""Batal"".",Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana mengedit data pasien laboratorium?,"Pilih pasien di Informasi Terdata, lalu klik tombol ""Edit"" untuk memperbarui informasi.",Pendaftaran Laboratorium
Lab Cari Pasien,Bagaimana cara mencari pasien yang baru daftar?,"Gunakan menu ""Cari Pasien"", isi No. RM, nama, alamat, tanggal lahir, atau data wali, lalu klik tombol ""Cari"".",Pendaftaran Laboratorium
Lab Cari Pasien,Bagaimana cara membatalkan pencarian pasien?,"Klik tombol ""Batal"" di menu Cari Pasien.",Pendaftaran Laboratorium
Lab Cari Pasien,Bagaimana mendaftarkan pasien baru yang belum ada di sistem?,"Gunakan fitur ""Pasien Baru"" di menu Cari Pasien.",Pendaftaran Laboratorium
Lab Error,Apa yang harus dilakukan jika order laboratorium tidak muncul di List Order?,"Klik Refresh, pastikan dokter/unit sudah membuat order, dan cek filter tanggal serta status.",Pendaftaran Laboratorium
Lab Error,Bagaimana jika pasien tidak muncul di Informasi Terdata?,"Pastikan order sudah diverifikasi, atau pasien sudah didaftarkan melalui tombol ""Tambah"".",Pendaftaran Laboratorium
Lab Error,Bagaimana jika warna status pasien tidak sesuai?,"Refresh halaman, cek data pendaftaran, pastikan proses pendaftaran/layanan sudah sesuai.",Pendaftaran Laboratorium
Lab Error,Bagaimana cara memperbarui data pasien laboratorium secara real-time?,Gunakan tombol Refresh di menu Informasi Terdata atau List Order.,Pendaftaran Laboratorium
Lab Error,Kenapa pasien dirujuk ke Prodia berwarna kuning?,"Warna kuning menunjukkan pasien perlu dirujuk ke laboratorium eksternal, misalnya Prodia.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana cara mencetak formulir rekam medis pasien laboratorium?,"Di menu Informasi Terdata, pilih pasien, lalu klik tombol Cetak ? Form RM.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana cara mencetak general consent pasien laboratorium?,"Di menu Informasi Terdata, pilih pasien, lalu klik tombol General Consent untuk mencetak persetujuan umum.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana mencetak biaya administrasi pasien laboratorium?,"Pilih pasien di Informasi Terdata, klik Biaya Adm., lalu cetak rincian biaya administrasi.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana menghubungkan pasien dengan order pemeriksaan dokter?,"Pastikan order sudah diverifikasi di List Order, lalu pasien akan otomatis tampil di Informasi Terdata.",Pendaftaran Laboratorium
Lab Alur,Bagaimana alur umum pendaftaran laboratorium?,Dokter/unit membuat order ? masuk List Order ? diverifikasi petugas ? pasien tampil di Informasi Terdata ? menjalani pemeriksaan sesuai order.,Pendaftaran Laboratorium
Lab Alur,Bagaimana cara menandai pasien sudah dilayani di laboratorium?,Status pasien otomatis berubah menjadi biru muda saat pemeriksaan dilakukan.,Pendaftaran Laboratorium
Lab Error,Bagaimana jika pasien sudah dipulangkan tapi status masih hijau?,"Refresh halaman, pastikan data pelayanan sudah dicatat, atau update status secara manual.",Pendaftaran Laboratorium
Lab Error,Bagaimana jika general consent tidak muncul saat cetak?,"Pastikan data pasien sudah lengkap dan sudah mendaftar di Informasi Terdata, lalu coba refresh halaman.",Pendaftaran Laboratorium
Lab Error,Bagaimana jika biaya administrasi tidak muncul?,"Pastikan pasien sudah terdaftar dan pilih opsi Biaya Adm. Ya/Tidak sesuai kebutuhan, lalu refresh jika perlu.",Pendaftaran Laboratorium
Lab Error,Bagaimana menangani data pasien ganda di sistem laboratorium?,"Periksa No. RM dan identitas pasien, lalu gunakan tombol Edit untuk menggabungkan data atau hapus duplikat.",Pendaftaran Laboratorium
Lab Import Data,Bagaimana cara mengimpor data pasien dari file eksternal?,"Klik tombol Tempat dan Import Data, pilih file melalui Browse, lalu unggah.",Pendaftaran Laboratorium
Lab Import Data,"File import data pasien tidak berhasil, bagaimana solusinya?","Pastikan format file sesuai aturan, nama tidak duplikat, lalu refresh halaman dan coba unggah lagi.",Pendaftaran Laboratorium
Lab Import Data,Apakah data yang sudah ada di sistem akan tertimpa saat import?,"Tidak, data dengan No. RM yang sama tidak akan ditambahkan kembali.",Pendaftaran Laboratorium
Lab ICD,Bagaimana mencari kode ICD tertentu?,"Gunakan kotak “Cari Nama ICD X” di tabel Data ICD, ketik nama penyakit atau kode ICD.",Pendaftaran Laboratorium
Lab ICD,"Data ICD tidak muncul setelah pencarian, kenapa?","Refresh halaman, pastikan kolom pencarian benar, atau cek status data aktif (y/n).",Pendaftaran Laboratorium
Lab ICD,Apa fungsi kolom Alias di Data ICD?,Alias menampilkan nama alternatif penyakit agar lebih mudah dicari.,Pendaftaran Laboratorium
Lab Dokter,Bagaimana menambahkan data dokter ke pasien laboratorium?,"Data dokter dapat diimpor melalui tab Data Dokter, lalu pilih pasien dan hubungkan dokter sesuai order.",Pendaftaran Laboratorium
Lab Dokter,Bagaimana mencari dokter di laboratorium berdasarkan unit?,Gunakan filter unit pengorder di menu List Order atau Informasi Terdata.,Pendaftaran Laboratorium
Lab Paket,Bagaimana cara memilih paket pemeriksaan MCU/laboratorium?,"Pilih pasien, lalu di menu paket, pilih paket pemeriksaan sesuai kebutuhan.",Pendaftaran Laboratorium
Lab Filter,Bagaimana cara memfilter pasien berdasarkan status?,"Gunakan opsi filter status di Informasi Terdata: Hijau (Daftar), Biru Muda (Diterima), Merah (Dipulangkan), Kuning (Rujukan Prodia), Hitam (Batal).",Pendaftaran Laboratorium
Lab Filter,Bagaimana mencari pasien berdasarkan unit pengorder?,Gunakan filter unit pengorder di menu List Order atau Informasi Terdata.,Pendaftaran Laboratorium
Lab Refresh,Bagaimana cara memperbarui data pasien terbaru?,Klik tombol Refresh pada List Order atau Informasi Terdata.,Pendaftaran Laboratorium
Lab Refresh,"Data pasien baru tidak muncul setelah pendaftaran, apa yang harus dilakukan?","Refresh halaman, pastikan order sudah diverifikasi, atau cek koneksi sistem.",Pendaftaran Laboratorium
Lab Error,Apa yang dilakukan jika order pasien tidak muncul di List Order?,"Periksa apakah dokter/unit sudah membuat order, lalu refresh halaman.",Pendaftaran Laboratorium
Lab Error,Bagaimana jika status warna pasien tidak berubah otomatis?,"Pastikan data pasien sudah diverifikasi, jika perlu refresh halaman atau update manual.",Pendaftaran Laboratorium
Lab Navigasi,Bagaimana cara kembali ke menu utama laboratorium?,Gunakan sidebar kiri atau breadcrumb di bagian atas halaman.,Pendaftaran Laboratorium
Lab Navigasi,Bagaimana mencari pasien tertentu di laboratorium?,"Gunakan menu Cari Pasien, masukkan No. RM, nama, alamat, tanggal lahir, atau No. Badge/NIP, lalu klik Cari.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana mencetak nota order laboratorium?,"Pilih pasien/order di Informasi Terdata, lalu klik tombol Cetak atau Form RM.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana mencetak general consent untuk pasien MCU?,"Pilih pasien, klik General Consent, cetak persetujuan sesuai kebutuhan.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana mencetak hasil Biaya Adm. pasien laboratorium?,"Pilih pasien, klik Biaya Adm., lalu cetak rincian biaya.",Pendaftaran Laboratorium
Lab List Order,Bagaimana melihat daftar order laboratorium yang masuk?,"Klik menu List Order di sidebar, semua order dari dokter/unit pengorder akan tampil.",Pendaftaran Laboratorium
Lab List Order,Bagaimana cara memvalidasi order yang masuk?,"Pilih order di List Order, lalu klik Pilih untuk memproses atau Hapus untuk membatalkan.",Pendaftaran Laboratorium
Lab List Order,Bagaimana memfilter order berdasarkan tanggal?,Gunakan filter Tanggal di List Order untuk menampilkan order pada periode tertentu.,Pendaftaran Laboratorium
Lab List Order,Bagaimana memfilter order berdasarkan unit pengorder?,Gunakan filter Unit Pengorder di List Order.,Pendaftaran Laboratorium
Lab List Order,Bagaimana mengetahui status cito (urgensi) pasien?,Kolom Status Cito menunjukkan tingkat urgensi order: normal atau cito.,Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana melihat pasien yang sudah terdaftar di laboratorium?,"Klik menu Lihat Informasi Terdata, semua pasien yang sudah diverifikasi akan tampil.",Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana menambahkan pasien baru yang belum ada order?,"Klik tombol Tambah di Informasi Terdata, lalu isi formulir pasien baru.",Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana membatalkan pendaftaran pasien laboratorium?,"Pilih pasien, lalu klik tombol Batal untuk membatalkan pendaftaran.",Pendaftaran Laboratorium
Lab Informasi Terdata,Bagaimana merujuk pasien ke Prodia?,"Pilih pasien di Informasi Terdata, klik tombol Rujuk ke Prodia, isi form rujukan sesuai aturan.",Pendaftaran Laboratorium
Lab Status Warna,Apa arti warna hijau pada daftar pasien?,"Hijau menunjukkan pasien Daftar, siap untuk diproses pemeriksaan.",Pendaftaran Laboratorium
Lab Status Warna,Apa arti warna biru muda pada daftar pasien?,Biru muda menunjukkan pasien sedang Diterima/Dilayani oleh laboratorium.,Pendaftaran Laboratorium
Lab Status Warna,Apa arti warna merah pada daftar pasien?,Merah menunjukkan pasien sudah Dipulangkan atau pemeriksaan selesai.,Pendaftaran Laboratorium
Lab Status Warna,Apa arti warna kuning pada daftar pasien?,Kuning menunjukkan pasien Dirujuk ke Prodia.,Pendaftaran Laboratorium
Lab Status Warna,Apa arti warna hitam pada daftar pasien?,Hitam menunjukkan pasien atau order dibatalkan.,Pendaftaran Laboratorium
Lab Cari Pasien,Bagaimana mencari pasien berdasarkan No. RM?,"Masukkan nomor RM di kolom pencarian Cari Pasien, lalu klik tombol Cari.",Pendaftaran Laboratorium
Lab Cari Pasien,Bagaimana mencari pasien berdasarkan nama atau alamat?,"Masukkan nama/alamat di kolom pencarian Cari Pasien, klik Cari.",Pendaftaran Laboratorium
Lab Cari Pasien,Bagaimana membatalkan proses pencarian pasien?,Klik tombol Batal untuk mengosongkan hasil pencarian.,Pendaftaran Laboratorium
Lab Dokumen,Bagaimana mencetak Form RM pasien laboratorium?,"Pilih pasien di Informasi Terdata, klik tombol Form RM untuk cetak.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana mencetak general consent pasien laboratorium?,"Pilih pasien, klik tombol General Consent, cetak sesuai kebutuhan.",Pendaftaran Laboratorium
Lab Dokumen,Bagaimana mencetak rincian biaya administrasi pasien?,"Pilih pasien, klik tombol Biaya Adm., lalu cetak.",Pendaftaran Laboratorium
Radiologi Cari Pasien,Bagaimana cara mencari pasien di radiologi?,"Gunakan menu Cari Pasien, masukkan No. RM, nama, atau data lain, lalu klik tombol Cari.",Pendaftaran Radiologi
Radiologi List Order,Bagaimana melihat daftar order radiologi yang masuk?,"Klik menu Lihat List Order, semua permintaan pemeriksaan dari unit/poli akan tampil.",Pendaftaran Radiologi
Radiologi List Order,Bagaimana memvalidasi order radiologi yang masuk?,"Pilih order, klik tombol Pilih untuk memproses atau Hapus untuk membatalkan.",Pendaftaran Radiologi
Radiologi List Order,Bagaimana memfilter order berdasarkan tanggal?,Gunakan filter Tanggal Order di List Order untuk menampilkan order pada periode tertentu.,Pendaftaran Radiologi
Radiologi List Order,Bagaimana mengetahui status cito pasien radiologi?,Kolom CITO menunjukkan apakah pemeriksaan bersifat segera/darurat.,Pendaftaran Radiologi
Radiologi List Order,Apa arti warna putih di List Order radiologi?,Putih menunjukkan order Belum Diverifikasi.,Pendaftaran Radiologi
Radiologi List Order,Apa arti warna hitam di List Order radiologi?,Hitam menunjukkan order radiologi Dibatalkan.,Pendaftaran Radiologi
Radiologi PACS,Bagaimana mengetahui status integrasi dengan PACS?,"Cek kolom Respons, No. Reg PACS, Status PACS di tab Integrasi PACS.",Pendaftaran Radiologi
Radiologi PACS,Apa arti warna abu-abu pada status PACS?,Abu-abu menunjukkan pendaftaran ke PACS Tertunda.,Pendaftaran Radiologi
Radiologi PACS,Apa arti warna biru muda pada status PACS?,Biru muda menunjukkan pasien sedang Antrean di PACS.,Pendaftaran Radiologi
Radiologi PACS,Apa arti warna hitam pada status PACS?,Hitam menunjukkan pendaftaran ke PACS Gagal.,Pendaftaran Radiologi
Radiologi PACS,Apa arti warna hijau pada status PACS?,Hijau menunjukkan data Berhasil terintegrasi ke PACS.,Pendaftaran Radiologi
Radiologi RIS,Bagaimana mengetahui status integrasi dengan RIS?,Cek kolom Respons di tab Integrasi RIS.,Pendaftaran Radiologi
Radiologi RIS,Apa arti warna abu-abu pada status RIS?,Abu-abu menunjukkan pendaftaran ke RIS Tertunda.,Pendaftaran Radiologi
Radiologi RIS,Apa arti warna hijau pada status RIS?,Hijau menunjukkan data RIS Terkirim.,Pendaftaran Radiologi
